Wavelength,Intensity
4.177676691477661848e+02,0.000000000000000000e+00
4.182842641402108939e+02,0.000000000000000000e+00
4.188009701992183409e+02,0.000000000000000000e+00
4.193177873247884690e+02,0.000000000000000000e+00
4.198347155169212783e+02,0.000000000000000000e+00
4.203517547756168824e+02,0.000000000000000000e+00
4.208689051008752813e+02,0.000000000000000000e+00
4.213861664926963044e+02,0.000000000000000000e+00
4.219035389510801224e+02,0.000000000000000000e+00
4.224210224760266215e+02,0.000000000000000000e+00
4.229386170675358585e+02,0.000000000000000000e+00
4.234563227256078335e+02,0.000000000000000000e+00
4.239741394502425464e+02,0.000000000000000000e+00
4.244920672414399405e+02,0.000000000000000000e+00
4.250101060992001294e+02,0.000000000000000000e+00
4.255282560235229994e+02,0.000000000000000000e+00
4.260465170144086642e+02,0.000000000000000000e+00
4.265648890718570101e+02,0.000000000000000000e+00
4.270833721958680371e+02,0.000000000000000000e+00
4.276019663864418590e+02,0.000000000000000000e+00
4.281206716435783619e+02,0.000000000000000000e+00
4.286394879672776597e+02,0.000000000000000000e+00
4.291584153575396385e+02,0.000000000000000000e+00
4.296774538143643554e+02,0.000000000000000000e+00
4.301966033377518102e+02,0.000000000000000000e+00
4.307158639277020029e+02,0.000000000000000000e+00
4.312352355842148768e+02,0.000000000000000000e+00
4.317547183072905455e+02,0.000000000000000000e+00
4.322743120969288952e+02,0.000000000000000000e+00
4.327940169531299262e+02,0.000000000000000000e+00
4.333138328758938087e+02,0.000000000000000000e+00
4.338337598652203155e+02,0.000000000000000000e+00
4.343537979211096172e+02,0.000000000000000000e+00
4.348739470435616568e+02,0.000000000000000000e+00
4.353942072325763775e+02,0.000000000000000000e+00
4.359145784881537793e+02,0.000000000000000000e+00
4.364350608102939759e+02,0.000000000000000000e+00
4.369556541989969105e+02,0.000000000000000000e+00
4.374763586542625262e+02,0.000000000000000000e+00
4.379971741760909367e+02,0.000000000000000000e+00
4.385181007644820284e+02,0.000000000000000000e+00
4.390391384194358579e+02,0.000000000000000000e+00
4.395602871409524823e+02,0.000000000000000000e+00
4.400815469290316742e+02,0.000000000000000000e+00
4.406029177836737176e+02,0.000000000000000000e+00
4.411243997048784422e+02,0.000000000000000000e+00
4.416459926926459616e+02,0.000000000000000000e+00
4.421676967469761621e+02,0.000000000000000000e+00
4.426895118678691006e+02,0.000000000000000000e+00
4.432114380553247770e+02,0.000000000000000000e+00
4.437334753093431345e+02,0.000000000000000000e+00
4.442556236299242300e+02,0.000000000000000000e+00
4.447778830170681204e+02,0.000000000000000000e+00
4.453002534707746918e+02,0.000000000000000000e+00
4.458227349910440012e+02,0.000000000000000000e+00
4.463453275778760485e+02,0.000000000000000000e+00
4.468680312312708338e+02,0.000000000000000000e+00
4.473908459512282434e+02,0.000000000000000000e+00
4.479137717377484478e+02,0.000000000000000000e+00
4.484368085908314470e+02,0.000000000000000000e+00
4.489599565104771273e+02,0.000000000000000000e+00
4.494832154966855455e+02,0.000000000000000000e+00
4.500065855494566449e+02,0.000000000000000000e+00
4.505300666687905391e+02,0.000000000000000000e+00
4.510536588546871144e+02,0.000000000000000000e+00
4.515773621071464277e+02,0.000000000000000000e+00
4.521011764261684789e+02,0.000000000000000000e+00
4.526251018117532681e+02,0.000000000000000000e+00
4.531491382639007952e+02,0.000000000000000000e+00
4.536732857826110035e+02,0.000000000000000000e+00
4.541975443678838928e+02,0.000000000000000000e+00
4.547219140197196339e+02,0.000000000000000000e+00
4.552463947381180560e+02,0.000000000000000000e+00
4.557709865230792161e+02,0.000000000000000000e+00
4.562956893746030573e+02,0.000000000000000000e+00
4.568205032926896934e+02,0.000000000000000000e+00
4.573454282773390105e+02,0.000000000000000000e+00
4.578704643285511224e+02,0.000000000000000000e+00
4.583956114463258587e+02,0.000000000000000000e+00
4.589208696306633897e+02,0.000000000000000000e+00
4.594462388815636587e+02,0.000000000000000000e+00
4.599717191990266656e+02,0.000000000000000000e+00
4.604973105830523536e+02,0.000000000000000000e+00
4.610230130336407797e+02,0.000000000000000000e+00
4.615488265507918868e+02,0.000000000000000000e+00
4.620747511345057887e+02,0.000000000000000000e+00
4.626007867847824286e+02,0.000000000000000000e+00
4.631269335016218065e+02,0.000000000000000000e+00
4.636531912850238655e+02,0.000000000000000000e+00
4.641795601349887193e+02,0.000000000000000000e+00
4.647060400515161973e+02,0.000000000000000000e+00
4.652326310346064702e+02,0.000000000000000000e+00
4.657593330842594241e+02,0.000000000000000000e+00
4.662861462004751729e+02,0.000000000000000000e+00
4.668130703832536028e+02,0.000000000000000000e+00
4.673401056325948275e+02,0.000000000000000000e+00
4.678672519484987333e+02,0.000000000000000000e+00
4.683945093309653203e+02,0.000000000000000000e+00
4.689218777799947020e+02,0.000000000000000000e+00
4.694493572955867648e+02,0.000000000000000000e+00
4.699769478777416225e+02,0.000000000000000000e+00
4.705046495264591613e+02,0.000000000000000000e+00
4.710324622417394380e+02,0.000000000000000000e+00
4.715603860235824527e+02,1.000000000000000000e+01
4.720884208719882054e+02,1.000000000000000000e+01
4.726165667869565823e+02,1.000000000000000000e+01
4.731448237684878109e+02,1.000000000000000000e+01
4.736731918165817206e+02,1.000000000000000000e+01
4.742016709312383682e+02,1.000000000000000000e+01
4.747302611124578107e+02,4.000000000000000000e+00
4.752589623602399342e+02,3.000000000000000000e+00
4.757877746745847389e+02,3.000000000000000000e+00
4.763166980554922247e+02,2.000000000000000000e+00
4.768457325029625622e+02,2.000000000000000000e+00
4.773748780169955808e+02,2.000000000000000000e+00
4.779041345975913373e+02,0.000000000000000000e+00
4.784335022447498318e+02,0.000000000000000000e+00
4.789629809584710074e+02,0.000000000000000000e+00
4.794925707387549778e+02,0.000000000000000000e+00
4.800222715856016293e+02,0.000000000000000000e+00
4.805520834990110188e+02,0.000000000000000000e+00
4.810820064789831463e+02,0.000000000000000000e+00
4.816120405255179548e+02,0.000000000000000000e+00
4.821421856386156151e+02,0.000000000000000000e+00
4.826724418182758995e+02,0.000000000000000000e+00
4.832028090644988652e+02,0.000000000000000000e+00
4.837332873772846824e+02,0.000000000000000000e+00
4.842638767566331808e+02,0.000000000000000000e+00
4.847945772025443603e+02,0.000000000000000000e+00
4.853253887150183346e+02,0.000000000000000000e+00
4.858563112940549900e+02,0.000000000000000000e+00
4.863873449396544402e+02,0.000000000000000000e+00
4.869184896518165715e+02,0.000000000000000000e+00
4.874497454305413839e+02,0.000000000000000000e+00
4.879811122758289912e+02,0.000000000000000000e+00
4.885125901876793364e+02,0.000000000000000000e+00
4.890441791660923627e+02,0.000000000000000000e+00
4.895758792110681838e+02,0.000000000000000000e+00
4.901076903226066861e+02,0.000000000000000000e+00
4.906396125007078695e+02,0.000000000000000000e+00
4.911716457453718476e+02,0.000000000000000000e+00
4.917037900565985638e+02,0.000000000000000000e+00
4.922360454343879610e+02,0.000000000000000000e+00
4.927684118787401530e+02,0.000000000000000000e+00
4.933008893896550262e+02,0.000000000000000000e+00
4.938334779671326373e+02,0.000000000000000000e+00
4.943661776111729296e+02,0.000000000000000000e+00
4.948989883217759598e+02,0.000000000000000000e+00
4.954319100989417848e+02,0.000000000000000000e+00
4.959649429426702909e+02,0.000000000000000000e+00
4.964980868529615918e+02,0.000000000000000000e+00
4.970313418298155739e+02,0.000000000000000000e+00
4.975647078732322939e+02,0.000000000000000000e+00
4.980981849832116950e+02,0.000000000000000000e+00
4.986317731597538341e+02,0.000000000000000000e+00
4.991654724028587680e+02,0.000000000000000000e+00
4.996992827125263830e+02,0.000000000000000000e+00
5.002332040887567359e+02,0.000000000000000000e+00
5.007672365315498269e+02,0.000000000000000000e+00
5.013013800409056557e+02,0.000000000000000000e+00
5.018356346168241089e+02,0.000000000000000000e+00
5.023700002593054137e+02,0.000000000000000000e+00
5.029044769683493996e+02,0.000000000000000000e+00
5.034390647439561235e+02,0.000000000000000000e+00
5.039737635861255853e+02,0.000000000000000000e+00
5.045085734948577851e+02,0.000000000000000000e+00
5.050434944701527229e+02,0.000000000000000000e+00
5.055785265120102849e+02,0.000000000000000000e+00
5.061136696204306418e+02,0.000000000000000000e+00
5.066489237954137934e+02,0.000000000000000000e+00
5.071842890369596262e+02,0.000000000000000000e+00
5.077197653450681400e+02,0.000000000000000000e+00
5.082553527197394487e+02,0.000000000000000000e+00
5.087910511609734385e+02,0.000000000000000000e+00
5.093268606687701094e+02,0.000000000000000000e+00
5.098627812431295752e+02,0.000000000000000000e+00
5.103988128840518357e+02,0.000000000000000000e+00
5.109349555915367773e+02,0.000000000000000000e+00
5.114712093655844001e+02,0.000000000000000000e+00
5.120075742061948176e+02,0.000000000000000000e+00
5.125440501133679163e+02,0.000000000000000000e+00
5.130806370871036961e+02,0.000000000000000000e+00
5.136173351274022707e+02,0.000000000000000000e+00
5.141541442342636401e+02,0.000000000000000000e+00
5.146910644076876906e+02,0.000000000000000000e+00
5.152280956476743086e+02,0.000000000000000000e+00
5.157652379542238350e+02,0.000000000000000000e+00
5.163024913273361562e+02,0.000000000000000000e+00
5.168398557670109312e+02,0.000000000000000000e+00
5.173773312732486147e+02,0.000000000000000000e+00
5.179149178460490930e+02,0.000000000000000000e+00
5.184526154854122524e+02,0.000000000000000000e+00
5.189904241913379792e+02,0.000000000000000000e+00
5.195283439638266145e+02,0.000000000000000000e+00
5.200663748028778173e+02,0.000000000000000000e+00
5.206045167084919285e+02,0.000000000000000000e+00
5.211427696806687209e+02,0.000000000000000000e+00
5.216811337194081943e+02,0.000000000000000000e+00
5.222196088247103489e+02,0.000000000000000000e+00
5.227581949965754120e+02,0.000000000000000000e+00
5.232968922350030425e+02,0.000000000000000000e+00
5.238357005399934678e+02,0.000000000000000000e+00
5.243746199115465743e+02,0.000000000000000000e+00
5.249136503496624755e+02,0.000000000000000000e+00
5.254527918543410578e+02,0.000000000000000000e+00
5.259920444255824350e+02,0.000000000000000000e+00
5.265314080633863796e+02,0.000000000000000000e+00
5.270708827677532327e+02,0.000000000000000000e+00
5.276104685386826532e+02,0.000000000000000000e+00
5.281501653761749822e+02,0.000000000000000000e+00
5.286899732802298786e+02,0.000000000000000000e+00
5.292298922508475698e+02,0.000000000000000000e+00
5.297699222880280558e+02,0.000000000000000000e+00
5.303100633917712230e+02,0.000000000000000000e+00
5.308503155620771849e+02,0.000000000000000000e+00
5.313906787989456006e+02,0.000000000000000000e+00
5.319311531023770385e+02,0.000000000000000000e+00
5.324717384723710438e+02,0.000000000000000000e+00
5.330124349089278439e+02,0.000000000000000000e+00
5.335532424120474388e+02,0.000000000000000000e+00
5.340941609817296012e+02,0.000000000000000000e+00
5.346351906179746720e+02,0.000000000000000000e+00
5.351763313207823103e+02,0.000000000000000000e+00
5.357175830901528570e+02,0.000000000000000000e+00
5.362589459260859712e+02,0.000000000000000000e+00
5.368004198285818802e+02,0.000000000000000000e+00
5.373420047976404703e+02,0.000000000000000000e+00
5.378837008332618552e+02,0.000000000000000000e+00
5.384255079354459212e+02,0.000000000000000000e+00
5.389674261041927821e+02,0.000000000000000000e+00
5.395094553395022103e+02,0.000000000000000000e+00
5.400515956413745471e+02,0.000000000000000000e+00
5.405938470098094513e+02,0.000000000000000000e+00
5.411362094448072639e+02,0.000000000000000000e+00
5.416786829463676440e+02,0.000000000000000000e+00
5.422212675144909326e+02,0.000000000000000000e+00
5.427639631491767886e+02,0.000000000000000000e+00
5.433067698504254395e+02,0.000000000000000000e+00
5.438496876182367714e+02,0.000000000000000000e+00
5.443927164526108982e+02,0.000000000000000000e+00
5.449358563535477060e+02,0.000000000000000000e+00
5.454791073210473087e+02,0.000000000000000000e+00
5.460224693551095925e+02,0.000000000000000000e+00
5.465659424557345574e+02,0.000000000000000000e+00
5.471095266229222034e+02,0.000000000000000000e+00
5.476532218566727579e+02,0.000000000000000000e+00
5.481970281569859935e+02,0.000000000000000000e+00
5.487409455238619103e+02,0.000000000000000000e+00
5.492849739573005081e+02,0.000000000000000000e+00
5.498291134573019008e+02,0.000000000000000000e+00
5.503733640238660882e+02,0.000000000000000000e+00
5.509177256569928431e+02,0.000000000000000000e+00
5.514621983566823928e+02,0.000000000000000000e+00
5.520067821229347373e+02,0.000000000000000000e+00
5.525514769557497630e+02,0.000000000000000000e+00
5.530962828551275834e+02,0.000000000000000000e+00
5.536411998210679712e+02,0.000000000000000000e+00
5.541862278535711539e+02,0.000000000000000000e+00
5.547313669526371314e+02,0.000000000000000000e+00
